generation,time,#candidates,#operators
0,468.82156324386597,4,12
8,5431.520657300949,1,3
10,6707.168454885483,1,5
11,7091.175187826157,2,9
14,9447.40902376175,1,8
15,10191.191472530365,1,6
19,13371.843064785004,2,15
20,14787.300519227982,2,13
23,16815.38750076294,1,8
24,17825.83540892601,2,16
25,18383.37090754509,1,11
26,19249.86760544777,1,9
28,20405.417874097824,1,11
29,21071.36087179184,2,18
3,2069.5895590782166,1,3
4,2388.7449958324432,2,6
5,3084.555089235306,1,3
7,4305.347865104675,2,12
