generation,time,#candidates,#operators
0,133.6127688884735,3,9
10,10535.38153553009,2,18
11,12098.924975633621,1,9
12,13599.48905467987,1,9
14,17082.67760658264,1,9
17,19701.490397930145,1,11
19,22632.177311897278,2,21
20,24423.720156431198,1,12
21,26039.32298517227,2,17
24,31723.767915964127,1,12
28,36206.19457244873,1,12
1,888.4225604534149,3,9
4,3152.6525659561157,1,6
5,3531.3885600566864,1,4
7,6231.246374607086,1,7
9,8499.360254764557,1,10
