generation,time,#candidates,#operators
2,5902.698589324951,1,5
10,37561.751927137375,2,12
12,47571.73182630539,1,3
13,52680.06748867035,1,6
16,71222.1994278431,1,6
20,88854.35315680504,1,12
25,119467.77724552155,1,8
29,136393.97567367554,1,8
