generation,time,#candidates,#operators
0,453.0441608428955,5,15
13,7703.066132068634,1,5
15,9004.55825638771,1,5
16,9845.823956012726,1,5
21,12993.483144044876,1,7
22,13821.971467733383,2,20
25,15841.368243217468,1,8
28,18442.185961961746,1,6
29,18737.80839252472,2,17
1,588.4435739517212,1,3
5,2532.9373576641083,3,14
6,3282.650244474411,1,4
